,Topline_csat,billing_csat,client_id,claim_csat_t3b,role,ee_csat_t3b_tem,ee_csat_t3b_vb,ee_csat_t3b_ltd,billing_m,issue_m,csat_onbrd,lives_group,Tenure_bin,hrc_flag,total_leave_indicator,has_TCS,BrkrSeg_1,DataFeedInd,LTD_ind,STD_ind,Dent_ind,VSN_ind,LIF_ind,ADD_ind,VB_ind,FML_ind,issue_handling_csat
9380,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9381,8,9,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
9382,10,10,5.55555E+15,0.666666667,3,0.666666667,,,,,,,,,,,,,,,,,,,,,
9383,9,9,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9384,10,10,5.55555E+15,,1,,,,,,,,,,,,,,,,,,,,,,
9385,8,10,185679969,0,2,0,,,0,0,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,0,0,0,0,1,1,0,0,10
9386,8,6,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
9387,10,9,1514547086,,3,,,,,,,,,,,,,,,,,,,,,,
9388,8,5,1430725610,1,3,1,,,,,,,,,,,,,,,,,,,,,
9389,9,8,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9390,5,3,750209226,0,3,0,,,0,0.083333333,10,GTE2000,GT10,0,FALSE,0,"d. Lockton Companies, LLC - Dallas Series",N,1,0,0,0,0,0,0,0,
9391,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
9392,10,10,1018493493,1,3,1,,,0,0,10,GTE2000,6to10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,
9393,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
9394,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
9395,10,8,510563,1,1,1,,,,,,,,,,,,,,,,,,,,,10
9396,7,10,1226818009,1,3,1,,,0.363636364,0.083333333,7,500to1999,6to10,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,0,0,
9397,10,10,571174,1,3,1,,,2.25,0.537037037,10,100to499,GT10,0,FALSE,0,f. $50K - $500K,Y,1,0,0,0,1,1,0,0,10
9398,4,5,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,
9399,10,8,1245579772,1,3,1,,,0,0,10,LT100,1,1,FALSE,1,g. $500K - $5M,N,1,1,1,1,1,1,0,0,
9400,10,9,5.55555E+15,1,3,1,0,,,,,,,,,,,,,,,,,,,,
9401,5,5,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,
9402,10,6,702718,,2,,,,0,0,7,LT100,GT10,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
9403,7,7,1074997654,0.333333333,2,0.333333333,,,0.5,0.3,9,100to499,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
9404,8,7,214577587,1,3,1,,,6,0.359375,10,100to499,GT10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,10
9405,10,8,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9406,9,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9407,8,9,1601155818,0.4,3,0.4,,,,,,,,,,,,,,,,,,,,,
9408,10,10,729353,1,3,1,,,0,0,10,LT100,6to10,0,TRUE,0,g. $500K - $5M,N,0,0,0,0,1,1,0,0,
9409,8,8,1505986597,1,2,1,,,,,,,,,,,,,,,,,,,,,
9410,10,10,5.55555E+15,1,1,1,0,,,,,,,,,,,,,,,,,,,,
9411,10,10,632540,1,3,1,,,0,0.666666667,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,1,1,1,1,0,0,
9412,7,8,1194998149,0.2,3,0.558823529,0.84,,0,0.571428571,2,GTE2000,GT10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
9413,9,8,554311,1,2,1,,,0,1,10,100to499,GT10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,10
9414,8,8,867474705,1,3,1,,,,,,,,,,,,,,,,,,,,,
9415,9,10,1063123499,0.5,3,0.5,1,,0,0.285714286,10,500to1999,3to5,0,TRUE,0,h. $5M - $50M,N,1,0,0,0,1,1,1,0,
9416,8,10,623706529,1,2,1,,,0.5,0.5,10,LT100,GT10,0,FALSE,0,e. <$50K,N,1,1,0,0,1,1,0,0,
9417,10,10,388651596,1,2,1,,,,,,,,,,,,,,,,,,,,,
9418,10,10,866393,1,3,0.7,0.666666667,0.4,,,,,,,,,,,,,,,,,,,
9419,8,7,469156501,1,4,1,,,,,,,,,,,,,,,,,,,,,
9420,8,10,1080286294,1,3,1,,,0,0,9,100to499,6to10,1,FALSE,1,g. $500K - $5M,N,1,0,0,0,1,1,1,0,
9421,7,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
9422,5,7,587591713,0.333333333,4,0.333333333,,,0.5,0.777777778,10,LT100,GT10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,0,0,1,0,6
9423,7,3,5.55555E+15,0,3,0,1,,,,,,,,,,,,,,,,,,,,
9424,8,7,522446,,2,,,,,,,,,,,,,,,,,,,,,,
9425,8,9,1463766794,1,2,0.701923077,,0.727272727,,,,,,,,,,,,,,,,,,,
9426,7,8,1576499641,0,4,0,0.333333333,,,,,,,,,,,,,,,,,,,,
9427,5,1,1335641486,0.8,3,0.8,1,,,,,,,,,,,,,,,,,,,,
9428,8,10,5.55555E+15,0.5,3,0.5,,,,,,,,,,,,,,,,,,,,,
9429,10,10,1477403242,1,3,0.625,,1,0.837209302,0,7,GTE2000,6to10,0,FALSE,1,"d. Lockton Companies, LLC - Dallas Series",N,1,1,0,0,1,1,0,1,
9430,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9431,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
9432,10,10,470425,1,3,1,,,,,,,,,,,,,,,,,,,,,
9433,10,10,920594525,1,3,1,,1,0,0,10,GTE2000,6to10,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,
9434,9,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9435,9,10,1484326044,1,1,1,,,,,,,,,,,,,,,,,,,,,
9436,10,10,1441868463,1,2,1,1,,,,,,,,,,,,,,,,,,,,
9437,10,10,763349,1,3,1,,,0,0,10,LT100,GT10,0,TRUE,0,f. $50K - $500K,N,1,0,0,0,0,0,0,0,
9438,10,8,1400296989,1,2,1,,,,,,,,,,,,,,,,,,,,,
9439,5,1,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
9440,8,8,733368002,0.333333333,2,0.333333333,,,1.411764706,0.2,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,1,0,1,1,1,0,0,
9441,10,10,5.55555E+15,1,3,0,,1,,,,,,,,,,,,,,,,,,,
9442,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
9443,10,5,1477281687,0.8,4,1,,,,,,,,,,,,,,,,,,,,,
9444,9,10,554287,1,4,1,0.5,,,,,,,,,,,,,,,,,,,,8
9445,10,9,5.55555E+15,1,4,1,0.333333333,,,,,,,,,,,,,,,,,,,,
9446,7,8,905587349,0.6,2,1,,,0.857142857,0.075,,500to1999,GT10,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,
9447,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9448,7,8,1476108233,0,3,1,,,,,,,,,,,,,,,,,,,,,
9449,8,7,505109992,0.666666667,3,0.666666667,,,0.260869565,0.863636364,10,GTE2000,6to10,1,FALSE,0,h. $5M - $50M,N,0,0,0,1,1,1,0,0,10
9450,7,11,1353731991,0,3,0.333333333,0.688888889,0.75,0,0.052631579,10,GTE2000,3to5,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,
9451,10,10,545719463,1,1,1,,,,,,,,,,,,,,,,,,,,,
9452,10,10,972157396,1,1,1,,,0,0.222222222,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,1,1,1,1,1,0,0,10
9453,10,10,1537112352,1,3,0.542372881,,0.625,,,,,,,,,,,,,,,,,,,
9454,9,11,91137413,1,2,1,,,0,0,10,100to499,6to10,0,FALSE,0,h. $5M - $50M,N,0,1,0,0,0,0,0,0,
9455,8,7,1029798691,0.333333333,2,0.142857143,,,0,0.088235294,10,GTE2000,6to10,0,TRUE,1,h. $5M - $50M,Y,1,1,0,0,1,1,1,1,
9456,9,10,205677810,1,1,1,,,,,,,,,,,,,,,,,,,,,10
9457,7,9,1460704191,0.4,3,0,1,,,,,,,,,,,,,,,,,,,,
9458,10,10,1332080175,1,3,1,,,,,,,,,,,,,,,,,,,,,
9459,8,8,1347223592,0.2,1,0.2,,,1,0.076923077,10,LT100,3to5,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
9460,10,10,1286027379,1,3,1,,,,,,,,,,,,,,,,,,,,,
9461,9,8,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9462,6,7,617661194,0.2,3,0.5625,0.625,1,0,0.029850746,7,GTE2000,GT10,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,
9463,8,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9464,8,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9465,8,10,5.55555E+15,0.666666667,2,0.666666667,,,,,,,,,,,,,,,,,,,,,
9466,10,10,5.55555E+15,0,4,0,,,0,0,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,Y,0,0,0,0,1,1,0,0,
9467,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9468,8,8,1352860813,1,3,0.666666667,1,,0.5,0.1,10,100to499,GT10,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
9469,5,5,5.55555E+15,0.8,2,0,,,,,,,,,,,,,,,,,,,,,
9470,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9471,8,9,799825,1,3,0.5,1,1,,,,,,,,,,,,,,,,,,,
9472,9,10,462057,1,2,1,0.857142857,,,,,,,,,,,,,,,,,,,,
9473,8,9,801498437,0.666666667,2,0.666666667,,1,0,0.5,10,GTE2000,GT10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
9474,5,7,866369093,0,2,0,,0.833333333,2.307692308,0.051948052,10,500to1999,6to10,0,FALSE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,3
9475,7,5,294218660,0.2,1,0.75,,1,0.1,0.546875,7,500to1999,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,9.25
9476,9,10,1085482810,1,3,1,,,0,0.476190476,10,100to499,1,0,FALSE,0,h. $5M - $50M,Y,1,1,0,0,1,1,0,0,
9477,9,11,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
9478,10,10,841745140,,3,,,,0,0.7,7,LT100,3to5,0,FALSE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
9479,2,1,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
9480,7,6,1601652527,0,2,0.8,,1,,,,,,,,,,,,,,,,,,,
9481,10,10,969711270,1,1,0.714285714,,1,0.25,0.05,7,GTE2000,2,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9482,10,10,5.55555E+15,1,1,1,,,,,,,,,,,,,,,,,,,,,
9483,5,5,583457,0,2,0,,,0.666666667,0.647058824,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,0,1,0,0,1,1,0,0,
9484,8,10,5.55555E+15,0,1,0,1,,,,,,,,,,,,,,,,,,,,
9485,8,10,170301188,0.4,3,0.4,,,,,,,,,,,,,,,,,,,,,
9486,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9487,10,8,617146,0,3,0,1,,,,,,,,,,,,,,,,,,,,8
9488,7,8,5.55555E+15,0,1,0,1,,,,,,,,,,,,,,,,,,,,
9489,5,10,869406,0,2,0,,,0,0.5,10,LT100,GT10,0,FALSE,0,e. <$50K,Y,1,1,0,0,1,1,0,0,
9490,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,10
9491,4,4,535836,0,2,0.833333333,0.923076923,,,,,,,,,,,,,,,,,,,,
9492,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9493,10,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
9494,10,7,1219547268,1,4,1,0.75,0.666666667,0,0.02,2,GTE2000,6to10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
9495,9,10,692970,1,3,1,,,,,,,,,,,,,,,,,,,,,
9496,1,1,1480059532,0,1,0,1,,,,,,,,,,,,,,,,,,,,
9497,7,8,1221188674,0.8,1,0.375,,,0,0.007633588,7,GTE2000,GT10,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9498,10,10,972157396,1,2,1,,,0,0.222222222,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,1,1,1,1,1,0,0,10
9499,5,6,5.55555E+15,0,3,0.5,,,,,,,,,,,,,,,,,,,,,
9500,7,7,634933,1,2,1,,,0.230769231,0.245614035,8,LT100,1,0,FALSE,0,h. $5M - $50M,Y,1,0,1,1,1,1,1,0,
9501,10,10,506703,1,3,1,,,,,,,,,,,,,,,,,,,,,10
9502,9,7,1045932137,1,1,1,,,0.206896552,0.6,,100to499,3to5,0,FALSE,0,h. $5M - $50M,N,1,1,1,1,1,1,0,0,10
9503,8,6,617146,0.4,3,0,1,,,,,,,,,,,,,,,,,,,,8
9504,7,7,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
9505,6,4,154220051,0,3,0,,,0.25,0.466666667,10,100to499,6to10,0,FALSE,0,g. $500K - $5M,Y,1,1,0,0,1,1,0,0,
9506,8,10,527900715,1,4,1,,,0,0.888888889,10,100to499,GT10,0,FALSE,0,f. $50K - $500K,Y,1,1,0,0,1,1,0,0,
9507,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9508,10,10,588227014,1,2,1,,,0,1,10,GTE2000,6to10,0,FALSE,0,h. $5M - $50M,Y,0,0,0,0,1,1,0,0,
9509,9,5,715638,1,4,1,,,0.5,0.12,10,100to499,1,0,FALSE,0,c. AON Consulting,Y,1,1,0,0,1,1,0,0,
9510,5,7,750209226,0,4,0,,,0,0.083333333,10,GTE2000,GT10,0,FALSE,0,"d. Lockton Companies, LLC - Dallas Series",N,1,0,0,0,0,0,0,0,
9511,9,7,1461453795,1,4,0.838709677,0.833333333,,,,,,,,,,,,,,,,,,,,
9512,5,5,342703201,0,4,0,1,1,1,0.03125,,500to1999,GT10,0,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,1,0,
9513,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9514,6,8,432567,0.4,2,0.4,,,0.230769231,0.015384615,10,500to1999,GT10,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,0,0,1,9.5
9515,10,11,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,2
9516,7,7,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
9517,6,11,771433,0.25,3,0.636363636,,1,0.142857143,0,7,GTE2000,2,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9518,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9519,10,10,120823879,1,1,1,,,0,0.333333333,10,LT100,6to10,0,FALSE,0,h. $5M - $50M,N,1,1,1,0,0,0,0,0,
9520,10,11,1340536041,1,3,1,,,0,0.75,7,500to1999,6to10,0,TRUE,0,h. $5M - $50M,N,1,1,0,0,0,0,0,0,
9521,8,4,1229269182,0,3,0,,,,,,,,,,,,,,,,,,,,,
9522,8,8,486166,1,3,1,,,,,,,,,,,,,,,,,,,,,10
9523,8,5,616843624,1,4,0.5,,1,0,0.210526316,10,100to499,3to5,0,TRUE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,
9524,2,7,1346889732,0,3,0.363636364,1,,1.8,0.068181818,10,GTE2000,3to5,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
9525,8,8,978896419,0,3,0.5,0.5,,0.666666667,0.043478261,,500to1999,3to5,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,1,0,10
9526,8,11,1134272205,0.6,4,0.25,1,0.5,2.5,0.066666667,,500to1999,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,1,0,1
9527,10,10,667867,1,1,1,,,0,0,10,LT100,3to5,0,FALSE,0,e. <$50K,N,0,0,0,0,1,1,0,0,
9528,8,8,5.55555E+15,,1,,,1,,,,,,,,,,,,,,,,,,,
9529,9,10,1495886561,1,2,1,0.891891892,,,,,,,,,,,,,,,,,,,,
9530,5,7,1587006887,0,3,0,1,,,,,,,,,,,,,,,,,,,,
9531,9,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9532,10,7,475569,0,4,0,,,0,0.5,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,Y,0,0,0,0,1,1,0,0,
9533,7,6,983542903,0.4,3,0.666666667,1,1,,,,,,,,,,,,,,,,,,,
9534,10,10,5.55555E+15,0.6,2,0.6,,,,,,,,,,,,,,,,,,,,,8
9535,10,7,763775,1,3,1,,,,,,,,,,,,,,,,,,,,,3
9536,8,8,750209226,0,3,0,,,0,0.083333333,10,GTE2000,GT10,0,FALSE,0,"d. Lockton Companies, LLC - Dallas Series",N,1,0,0,0,0,0,0,0,
9537,10,10,1439968242,1,1,1,1,,,,,,,,,,,,,,,,,,,,
9538,8,8,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
9539,10,9,13577096,1,2,1,,,,,,,,,,,,,,,,,,,,,
9540,10,10,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
9541,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9542,8,8,5.55555E+15,1,2,1,1,,,,,,,,,,,,,,,,,,,,
9543,6,6,5.55555E+15,0,3,0,,,,,,,,,,,,,,,,,,,,,
9544,7,6,1489238982,0.666666667,2,0.666666667,0.7,,,,,,,,,,,,,,,,,,,,
9545,8,5,616898,1,2,1,,,3.545454545,0.390243902,8,LT100,6to10,0,FALSE,0,h. $5M - $50M,Y,1,1,1,1,1,1,1,0,4.5
9546,7,8,1354104095,0,2,0,,,,,,,,,,,,,,,,,,,,,
9547,7,8,1527402108,0,2,0.75,,1,,,,,,,,,,,,,,,,,,,
9548,10,10,1009234889,1,2,1,,0.5,0.333333333,0.095238095,10,500to1999,2,1,TRUE,1,g. $500K - $5M,N,1,1,0,0,1,1,1,1,
9549,9,9,1242236645,1,2,1,,,,,,,,,,,,,,,,,,,,,
9550,3,2,1601149238,0,3,0.75,,0.333333333,,,,,,,,,,,,,,,,,,,
9551,7,8,5.55555E+15,0,4,0,,,,,,,,,,,,,,,,,,,,,
9552,7,6,1313063228,0,2,0,,,0.5,0.259259259,9,100to499,1,0,FALSE,0,f. $50K - $500K,Y,1,1,1,1,1,1,0,0,9
9553,10,10,1238105616,1,4,1,0.75,0,1,0.05,,500to1999,1,1,FALSE,0,g. $500K - $5M,N,1,1,0,0,1,1,1,0,
9554,6,5,968309988,0.8,2,0.6,0,,0.2,0.013333333,7,GTE2000,6to10,0,FALSE,1,c. AON Consulting,N,1,0,0,0,1,1,0,1,
9555,8,9,1351712501,1,1,1,,,,,,,,,,,,,,,,,,,,,
9556,6,10,1572881333,0,3,0.466666667,,,,,,,,,,,,,,,,,,,,,
9557,10,5,961149155,0,4,0.454545455,0,1,0,0,10,GTE2000,1,1,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
9558,4,1,1272242783,0,2,0.5,,,0.444444444,0,10,500to1999,1,1,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9559,9,9,965779117,1,3,0.8125,,0,1,0,10,500to1999,2,1,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,9.5
9560,10,10,1300028467,1,2,1,,,0,0,10,GTE2000,GT10,0,FALSE,0,f. $50K - $500K,N,1,0,0,0,1,1,0,0,
9561,8,11,686021133,0.333333333,4,0.6,,,0.9375,0.144144144,10,500to1999,3to5,0,TRUE,1,g. $500K - $5M,Y,1,1,0,0,1,1,0,1,5
9562,4,5,779882,0.333333333,2,0.333333333,1,1,2,0.52,9,100to499,6to10,1,FALSE,1,f. $50K - $500K,N,1,0,0,0,1,1,1,0,2
9563,7,8,5.55555E+15,0.4,1,0.4,,,,,,,,,,,,,,,,,,,,,
9564,8,9,1601154800,1,4,1,0.5,,,,,,,,,,,,,,,,,,,,
9565,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9566,10,10,558993296,1,4,1,,,2.5,0,7,500to1999,6to10,0,FALSE,0,c. AON Consulting,N,1,0,0,0,1,1,0,0,10
9567,10,10,1359228598,1,3,0,,,,,,,,,,,,,,,,,,,,,
9568,8,8,929840286,1,3,0.666666667,,1,0.75,0.080808081,10,500to1999,6to10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,1,
9569,10,10,1601155818,1,3,1,,,,,,,,,,,,,,,,,,,,,
9570,10,11,509903,1,4,0.666666667,,1,,,,,,,,,,,,,,,,,,,10
9571,10,10,5.55555E+15,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,
9572,10,10,1578427222,1,3,0.5,,1,,,,,,,,,,,,,,,,,,,
9573,10,10,5.55555E+15,1,4,1,,,,,,,,,,,,,,,,,,,,,
9574,10,10,1567158872,1,3,1,0.5,,,,,,,,,,,,,,,,,,,,
9575,7,8,1541212379,0.333333333,3,0.75,1,1,,,,,,,,,,,,,,,,,,,
9576,9,9,90686153,1,1,1,,,0,0.466666667,10,LT100,3to5,0,FALSE,0,g. $500K - $5M,N,1,0,0,0,1,1,0,0,
9577,10,10,633075,1,1,1,,,,,,,,,,,,,,,,,,,,,
9578,7,11,73690529,0,3,0,,,0,0,10,100to499,6to10,0,TRUE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9579,10,11,849212061,1,4,1,,,4.5,0,10,100to499,GT10,1,FALSE,1,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
9580,9,9,477258,1,4,1,,,,,,,,,,,,,,,,,,,,,
9581,5,4,1481043863,1,2,1,,,,,,,,,,,,,,,,,,,,,10
9582,8,6,511503,1,4,1,1,,,,,,,,,,,,,,,,,,,,
9583,9,9,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9584,10,9,287561161,1,3,1,,1,1,0.428571429,7,500to1999,GT10,1,FALSE,0,h. $5M - $50M,N,1,0,0,0,1,1,0,0,
9585,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9586,10,10,746174359,1,3,1,1,,1.5,0.162790698,10,100to499,3to5,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,
9587,8,8,1211493702,1,4,1,,,,,,,,,,,,,,,,,,,,,
9588,10,10,1147913409,1,2,1,,,,,,,,,,,,,,,,,,,,,10
9589,10,10,537407,0,2,0,,,0,0,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,7
9590,8,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9591,5,11,5.55555E+15,0,2,0.9,,,,,,,,,,,,,,,,,,,,,
9592,8,7,852079,1,3,1,,,0,0,10,500to1999,GT10,0,TRUE,0,z. Unknown,N,0,0,0,0,0,0,1,0,
9593,10,10,5.55555E+15,1,2,0.5,,,1.142857143,0.310344828,9,100to499,6to10,0,TRUE,1,h. $5M - $50M,Y,1,1,1,1,1,1,1,1,4
9594,10,10,1482604074,1,4,1,,,,,,,,,,,,,,,,,,,,,
9595,8,8,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9596,8,9,969137654,0.333333333,2,0.333333333,,,0,0.097560976,,500to1999,2,1,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,1,0,5
9597,5,9,931428548,0.2,3,0.214285714,0.5,1,,,,,,,,,,,,,,,,,,,
9598,10,10,1467713125,1,2,1,1,,,,,,,,,,,,,,,,,,,,
9599,6,7,5.55555E+15,0.333333333,1,0.333333333,,,,,,,,,,,,,,,,,,,,,
9600,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9601,2,1,1558656067,,2,,,,,,,,,,,,,,,,,,,,,,
9602,10,10,1417515579,0.8,2,0.8,,,,,,,,,,,,,,,,,,,,,10
9603,10,8,539998910,1,1,1,,,1,0,10,LT100,6to10,0,FALSE,0,f. $50K - $500K,N,1,1,0,0,1,1,1,0,
9604,8,9,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9605,9,10,5.55555E+15,,3,,,,,,,,,,,,,,,,,,,,,,
9606,8,11,737243515,0.333333333,4,0.652173913,0.8125,1,0,0,7,GTE2000,GT10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,0,1,
9607,9,8,5.55555E+15,,2,,,,,,,,,,,,,,,,,,,,,,
9608,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9609,10,10,1348272169,1,2,1,,,,,,,,,,,,,,,,,,,,,
9610,9,10,673540,1,1,1,,,0,1,10,LT100,3to5,0,TRUE,0,f. $50K - $500K,N,1,1,0,0,1,1,0,0,
9611,10,10,696176,1,3,1,,,1,0.875,10,LT100,GT10,0,FALSE,0,h. $5M - $50M,N,1,1,0,0,1,1,0,0,10
9612,10,8,514933,1,4,1,,,,,,,,,,,,,,,,,,,,,10
9613,8,6,781489462,0.5,4,1,0.8,1,,,,,,,,,,,,,,,,,,,
9614,1,1,1410405116,0,2,0,0.909090909,,,,,,,,,,,,,,,,,,,,
9615,8,6,1160851363,0.333333333,3,0.666666667,1,,0.5,0.088888889,10,500to1999,1,0,TRUE,1,h. $5M - $50M,N,1,1,0,1,1,1,1,1,
9616,8,7,191451415,1,3,0.6875,,1,0.090909091,0.1,2,GTE2000,6to10,0,FALSE,1,h. $5M - $50M,N,1,1,0,0,1,1,1,0,
9617,6,6,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
9618,9,9,496366,1,3,1,,,,,,,,,,,,,,,,,,,,,8
9619,10,10,5.55555E+15,1,2,1,,,,,,,,,,,,,,,,,,,,,
9620,9,9,372094941,,3,0.5,,,1,0.026315789,10,500to1999,6to10,1,TRUE,1,g. $500K - $5M,N,1,1,0,0,1,1,0,1,
9621,2,6,833301,0,2,0,,,,,,,,,,,,,,,,,,,,,
9622,6,8,1347847621,0.4,3,0.428571429,1,,,,,,,,,,,,,,,,,,,,10
9623,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9624,8,6,600523136,0,2,0,,,0.666666667,0.380952381,10,LT100,6to10,0,FALSE,0,g. $500K - $5M,Y,1,0,0,1,1,1,0,0,8
9625,10,10,1584864944,1,3,1,,,,,,,,,,,,,,,,,,,,,
9626,10,10,5.55555E+15,1,3,1,,,,,,,,,,,,,,,,,,,,,
9627,9,9,1550205270,1,3,1,,,,,,,,,,,,,,,,,,,,,
9628,10,10,838108,,3,,,,,,,,,,,,,,,,,,,,,,
9629,3,2,5.55555E+15,0,2,0,,,,,,,,,,,,,,,,,,,,,
